543.78,21.282,103.9,60.533,2.4353,5.4689,7.1535,-0.45436,-33.525,-2.7206,-20.294,-5.6743,-5.1964,0.84463,4.1051,0.40881,1.0656,-0.74329,0
469.78,128.18,-48.44,131.24,24.975,-27.392,51.618,123.21,-19.845,-25.414,-17.073,-4.2155,-28.682,-4.574,6.2602,-1.9754,7.5593,-1.1984,0
405.41,80.213,34.87,104.72,-54.849,67.391,63.859,36.04,-33.859,36.723,-1.8186,30.08,25.948,2.7809,7.6518,17.636,1.3749,0.16344,0
407.64,27.873,-63.011,173.71,-36.504,-10.715,-1.6308,31.944,15.141,-30.17,-5.1058,-10.795,-42.131,-12.163,8.3827,2.2643,2.7862,1.726,0
366.98,19.096,-24.873,6.2844,-60.808,14.917,-5.4381,-6.1184,-0.15872,-0.18849,-14.872,14.884,-3.9377,-3.6652,8.4736,4.766,1.3939,-0.6265,0
565,43.353,-37.267,229.1,-31.777,-11.257,11.834,68.142,-10.989,-44.424,-44.265,-14.146,-42.538,-0.57907,7.6683,8.9676,-1.6777,-3.2759,0
683.16,20.983,79.886,32.592,-49.274,4.0687,-0.89798,22.415,-7.3809,-1.5289,31.489,23.474,27.02,-8.0776,9.5904,12.524,1.1572,-2.7301,0
539.85,28.595,-46.983,205.47,-54.853,-12.937,-14.458,85.33,-31.457,-36.78,-22.695,2.7447,-35.967,-3.8999,9.5072,2.2656,4.5265,-1.0214,0
592.47,21.158,-7.9939,-41.535,-71.464,3.6791,-12.741,-14.175,-2.7855,-3.1713,-10.897,9.0024,-3.1217,-0.98523,10.523,2.0612,2.5452,-0.94073,0
516.76,13.765,-43.695,192.53,-53.36,-10.813,-20.6,57.113,-30.804,-32.595,-14.674,14.579,-27.744,-5.6595,9.9653,-4.3838,4.7746,0.96793,0
422.58,13.288,-31.271,17.604,-124.41,45.204,-0.41964,35.295,12.89,5.4453,-17.683,18.209,-15.881,-4.7026,6.9973,16.051,5.663,0.35978,0
654.96,18.306,31.673,10.871,-58.225,-15.535,-14.678,39.478,30.079,-28.89,-29.464,-11.932,-56.285,-6.0925,8.5577,-5.6941,7.9281,0.36648,0
